record_id,jurisdiction,dimension,claim_class,requirement_summary,official_or_named_source,source_url,pinpoint,source_disposition,source_check_status,source_last_checked,next_review_due,review_status,days_overdue,reviewer,second_reviewer,review_stage,reconciliation_status,review_disagreement,evidence_tier,binding_status,legal_status,effective_from,effective_until,event_id,uncertainty,decision_ready
jp-epi-capital_requirements-001,JP,capital_requirements,tier1_legal,"Capital requirements are set by entity type under the Payment Services Act and the FSA framework (banking, funds-transfer, or trust licensing); there is no separate aggregate stablecoin capital cap.",Payment Services Act; FSA framework (by entity type),https://laws.e-gov.go.jp/,Capital — by entity type (banking / funds-transfer / trust); no separate aggregate cap,official,not_checked,,,unknown,,,,unreviewed,not_started,,mixed,in_force_enacted,operative,2023-06-01,,,medium,False
jp-epi-cross_border_data-001,JP,cross_border_data,tier1_legal,The Act on the Protection of Personal Information (APPI) governs personal data and cross-border handling.,Act on the Protection of Personal Information (APPI),,Cross-border data — APPI governs personal data and cross-border handling,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
jp-epi-disclosure_reporting-001,JP,disclosure_reporting,tier1_legal,"EPI service providers register with the FSA and are subject to disclosure and reporting obligations, with supervisory coordination available.",Payment Services Act (Electronic Payment Instruments regime),,EPIESP registration; disclosure and supervisory reporting,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
jp-epi-distribution-001,JP,distribution,tier1_legal,"Foreign-issued stablecoins may be handled by a registered EPIESP if it sets aside reserves in Japan equal to customers' holdings and the foreign issuer does not itself issue, redeem, or solicit to Japanese users. Intermediation and distribution therefore run through the registered EPIESP channel rather than the foreign issuer directly.",Payment Services Act (Electronic Payment Instruments regime),https://laws.e-gov.go.jp/,Distribution — foreign tokens handled via a registered EPIESP holding JP reserves equal to customer holdings; foreign issuer may not issue/redeem/solicit to JP users,official,not_checked,,,unknown,,,,unreviewed,not_started,,resolution_text,in_force_enacted,operative,2023-06-01,,,low,False
jp-epi-implementation_status-001,JP,implementation_status,tier2_operational,"Live regime. Milestones: Electronic Payment Instruments regime in force (1 June 2023); USDC admitted via the intermediary channel (March 2025); Act No. 66 of 2025 enacted, relaxing trust-type reserves (June 2025); JPYC Inc. registered as a Type II funds-transfer provider (18 August 2025); JPYC, the first registered yen stablecoin, launched (27 October 2025); a megabank trust-structured stablecoin (MUFG, Mizuho, SMBC via Progmat and Project Pax) targeted by the end of FY2026 (31 March 2027).",Payment Services Act commencement + FSA registrations (JPYC; USDC via SBI VC Trade),https://laws.e-gov.go.jp/,Timeline — EPI 1 Jun 2023; USDC Mar 2025; Act 66/2025 Jun 2025; JPYC 27 Oct 2025; megabank trust token by FY2026,official,not_checked,,,unknown,,,,unreviewed,not_started,,resolution_text,in_force_enacted,operative,2023-06-01,,,low,False
jp-epi-issuer_pathway-001,JP,issuer_pathway,tier1_legal,"A closed trichotomy: only (a) banks (deposit-type), (b) registered funds-transfer service providers, and (c) trust companies or trust banks (trust-type) may issue Electronic Payment Instruments. Distribution and intermediation require registration as an Electronic Payment Instruments Exchange Service Provider (EPIESP). The issuer trichotomy is the binding eligibility constraint and the structural hallmark of the regime.",Payment Services Act (Electronic Payment Instruments regime),https://laws.e-gov.go.jp/,Issuer pathway — closed trichotomy (bank / funds-transfer / trust); intermediation via registered EPIESP,official,not_checked,,,unknown,,,,unreviewed,not_started,,resolution_text,in_force_enacted,operative,2023-06-01,,jp-foreign-stablecoin-recognition,low,False
jp-epi-monetary_sovereignty-001,JP,monetary_sovereignty,tier1_legal,"There is no aggregate cap. Japan does not prohibit foreign-currency tokens; it admits them through a registered Electronic Payment Instruments Exchange Service Provider (EPIESP) that holds reserves in Japan equal to customers' holdings, provided the foreign issuer does not itself issue, redeem, or solicit to Japanese users. This is an open-but-channelled monetary-sovereignty posture: the currency-of-denomination is not capped, but inbound foreign tokens are routed through a registered domestic intermediary holding local reserves.",Payment Services Act (Electronic Payment Instruments regime),https://laws.e-gov.go.jp/,Monetary sovereignty — no cap; foreign tokens admitted via registered EPIESP holding JP reserves,official,checked,2026-06-27,2026-07-27,stale,24,maintainer,,primary_reviewed_second_pending,not_started,,resolution_text,in_force_enacted,operative,2023-06-01,,jp-foreign-stablecoin-recognition,low,False
jp-epi-permitted_activity_yield-001,JP,permitted_activity_yield,tier1_legal,"Holders are not remunerated: Electronic Payment Instruments are payment instruments, and issuer economics come from reserve interest. Whether an intermediary-layer (EPIESP) lending service over an admitted foreign token is issuer-paid yield or a separate intermediary product is an open C3xC5 boundary question at the intermediary level, not a feature of the issuer-layer rule.",Payment Services Act (Electronic Payment Instruments regime),https://laws.e-gov.go.jp/,Yield — holders not remunerated; issuer earns reserve interest,official,not_checked,,,unknown,,,,unreviewed,not_started,,resolution_text,in_force_enacted,operative,2023-06-01,,,low,False
jp-epi-redemption-001,JP,redemption,tier1_legal,"Redemption is at par on demand. Funds-transfer-type tokens are subject to a 1,000,000 yen per-transfer cap.",Payment Services Act (Electronic Payment Instruments regime),https://laws.e-gov.go.jp/,"Redemption — at par on demand; funds-transfer-type JPY 1,000,000 per-transfer cap",official,not_checked,,,unknown,,,,unreviewed,not_started,,resolution_text,in_force_enacted,operative,2023-06-01,,,low,False
jp-epi-regulatory_authority-001,JP,regulatory_authority,tier1_legal,"Fiat-referenced, par-redeemable stablecoins are Electronic Payment Instruments under the Payment Services Act. The 2022 amendment took effect 1 June 2023 and created the category; Act No. 66 of 2025 (in force June 2025, with implementing cabinet orders to follow) relaxed the trust-type backing rule. The FSA is the single supervisor of issuers and intermediaries; Local Finance Bureaus administer funds-transfer and intermediary registrations under FSA delegation.","Payment Services Act (Electronic Payment Instruments regime, in force 1 Jun 2023) as amended by Act No. 66 of 2025",https://laws.e-gov.go.jp/,Regulators — FSA single supervisor; Local Finance Bureaus by delegation,official,not_checked,,,unknown,,,,unreviewed,not_started,,resolution_text,in_force_enacted,operative,2023-06-01,,,low,False
jp-epi-reserve_backing-001,JP,reserve_backing,tier1_legal,"Full backing is the baseline; funds-transfer and bank types hold liquid backing. For the trust-type, Act No. 66 of 2025 permits up to fifty percent of issuance value to be held in low-risk short-term assets (Japanese or US government bonds with no more than three months remaining maturity, or terminable time deposits). The bond-eligibility detail was the subject of an FSA consultation that ran until 27 February 2026; final standards were pending at that date.",Payment Services Act; Act No. 66 of 2025 (trust-type backing relaxation),https://laws.e-gov.go.jp/,Reserve/backing — full backing baseline; trust-type up to 50% short-term low-risk assets (Act 66/2025),official,not_checked,,,unknown,,,,unreviewed,not_started,,mixed,in_force_enacted,operative,2025-06-01,,jp-act66-2025-full-enforcement,medium,False
jp-epi-securities_classification-001,JP,securities_classification,tier1_legal,Electronic payment instruments (the stablecoin category) are regulated under the Payment Services Act and are distinct from securities regulated under the Financial Instruments and Exchange Act.,Payment Services Act (Electronic Payment Instruments regime); Financial Instruments and Exchange Act,,EPI perimeter under the PSA vs. the FIEA securities perimeter,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
kr-frs-aml_kyc-001,KR,aml_kyc,tier1_legal,IN FORCE: anti-money-laundering and Travel Rule obligations apply through the specified financial transaction information framework. Entities converting stablecoins to fiat for third parties are treated as virtual-asset service providers requiring FSC registration.,Act on Reporting and Use of Specific Financial Transaction Information; Virtual Asset User Protection Act,https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=261099,AML — Travel Rule + VASP registration for stablecoin-to-fiat conversion for third parties,official,not_checked,,,unknown,,,,unreviewed,not_started,,resolution_text,in_force_enacted,operative,,,,low,False
kr-frs-bank_nonbank_routing-001,KR,bank_nonbank_routing,tier1_legal,"With the issuer regime in bill form, the bank/non-bank routing architecture for compliant issuance is not yet established.",Draft Digital Asset Basic Act,,Issuance/routing architecture — pending enactment,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,pending_proposal,proposed,,,,high,False
kr-frs-capital_requirements-001,KR,capital_requirements,tier1_legal,DRAFT: minimum equity capital to be set by the enacted statute; reported figures range across drafts and are provisional (a press-versus-draft discrepancy). No stablecoin capital regime is in force.,Draft Digital Asset Basic Act,https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,Capital (draft) — minimum equity to be set on enactment; figures provisional; NOT in force,official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,pending_proposal,proposed,,,,high,False
kr-frs-cross_border_data-001,KR,cross_border_data,tier1_legal,"The Personal Information Protection Act (PIPA) governs data, including localisation.",Personal Information Protection Act (PIPA),,Cross-border data — PIPA governs data including localisation,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
kr-frs-disclosure_reporting-001,KR,disclosure_reporting,tier1_legal,Disclosure and supervisory-coordination obligations for issuers await the enacted DABA.,Draft Digital Asset Basic Act,,Disclosure/supervision — pending enactment,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,pending_proposal,proposed,,,,high,False
kr-frs-distribution-001,KR,distribution,tier1_legal,"No stablecoin-specific distribution regime is in force. DRAFT: foreign issuers would establish a local branch or subsidiary and obtain an FSC licence for payment, redemption, or remittance services, with brokered trading permitted on domestic exchanges. Cross-border stablecoins would be classified as a foreign-exchange means of payment under the Foreign Exchange Transactions Act.",Draft Digital Asset Basic Act; Foreign Exchange Transactions Act,https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,Distribution (draft) — foreign issuers local branch/subsidiary + FSC licence; brokered exchange trading; NOT in force,official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,pending_proposal,proposed,,,,high,False
kr-frs-implementation_status-001,KR,implementation_status,tier2_operational,"Phase-1 in force, Phase-2 pending. Milestones: Virtual Asset User Protection Act in force (19 Jul 2024); a Digital Asset Basic Act plus three stablecoin-specific bills before the National Assembly Political Affairs Committee (정무위) — as of late Apr 2026 they remained in the subcommittee (소위), with a full-committee session around mid-May 2026; a second-half-2026 passage goal described as uncertain, delayed by the won-stablecoin issuer-eligibility (51%) dispute (the Bank of Korea favouring a bank-majority consortium) and the June 2026 local elections / committee reconstitution.",Virtual Asset User Protection Act (in force 19 Jul 2024); draft Digital Asset Basic Act,https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=261099,"Timeline — VAUPA in force 19 Jul 2024; DABA pending (off subcommittee 12 May 2026; H2 2026 goal, uncertain)",official,not_checked,,,unknown,,,,unreviewed,not_started,,mixed,in_force_enacted,operative,2024-07-19,,,medium,False
kr-frs-issuer_pathway-001,KR,issuer_pathway,tier1_legal,"No stablecoin issuer is licensed; domestic won-stablecoin issuance is effectively prohibited under current law. Future eligibility is contested: the BOK seeks bank-led consortia holding at least fifty-one percent; the FSC favours a more fintech-inclusive model. These are draft provisions, not operative law, and reported minimum-capital figures diverge across drafts (a press-versus-draft discrepancy) and should be treated as provisional.",Virtual Asset User Protection Act (current law); draft Digital Asset Basic Act,https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,Issuer pathway — won-issuance effectively prohibited; future eligibility contested (BOK vs FSC); NOT in force,official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,pending_proposal,proposed,,,kr-daba-enacted,high,False
kr-frs-monetary_sovereignty-001,KR,monetary_sovereignty,tier1_legal,"No stablecoin-specific monetary-sovereignty regime is in force. DRAFT: cross-border won stablecoins would be classified as a foreign-exchange means of payment under the Foreign Exchange Transactions Act, engaging the capital-flow management regime. Won FX stability is the backdrop and the monetary-sovereignty contest (the central-bank-approval question) is the defining open issue and the principal item stalling the bill.",Draft Digital Asset Basic Act; Foreign Exchange Transactions Act,https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,Monetary sovereignty (draft) — cross-border won stablecoins as FX means of payment; NOT in force,official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,pending_proposal,proposed,,,,high,False
kr-frs-permitted_activity_yield-001,KR,permitted_activity_yield,tier1_legal,"DRAFT (Value-Stabilised Assets Act track): prohibition on interest or discounts to holders. No yield regime is in force. The draft yield prohibition would align Korea with the United States, the European Union, and Japan, but it is not operative until enactment.",Draft Digital Asset Basic Act (Value-Stabilised Assets Act track),https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,Yield (draft) — prohibition on interest/discounts to holders; NOT in force,official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,pending_proposal,proposed,,,,high,False
kr-frs-redemption-001,KR,redemption,tier1_legal,DRAFT: par issuance and redemption. No redemption regime is in force. Draft provisions only.,Draft Digital Asset Basic Act,https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,Redemption (draft) — par issuance and redemption; NOT in force,official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,pending_proposal,proposed,,,,high,False
kr-frs-regulatory_authority-001,KR,regulatory_authority,tier1_legal,"Two layers, only one in force. In force: the Virtual Asset User Protection Act (VAUPA), a user-protection and market-abuse regime, not an issuance-licensing framework. Pending: the Digital Asset Basic Act, which would create an issuance regime but remained an un-enacted bill as of late June 2026. Under the leading drafts the FSC would administer the issuance regime; the Bank of Korea (BOK) seeks a binding consultative role on monetary-sovereignty and foreign-exchange-stability grounds.",Virtual Asset User Protection Act (in force 19 Jul 2024); draft Digital Asset Basic Act,https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=261099,"Regulators — FSC would administer issuance; BOK consultative; VAUPA in force, DABA pending",official,not_checked,,,unknown,,,,unreviewed,not_started,,mixed,in_force_enacted,operative,2024-07-19,,,medium,False
kr-frs-reserve_backing-001,KR,reserve_backing,tier1_legal,"DRAFT: more than one hundred percent reserves in safe assets, bank- or custodian-held, segregated. No reserve regime is in force. Draft provisions only.",Draft Digital Asset Basic Act,https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,"Reserve/backing (draft) — >100% reserves in safe assets, bank/custodian-held, segregated; NOT in force",official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,pending_proposal,proposed,,,,high,False
kr-frs-securities_classification-001,KR,securities_classification,tier1_legal,"Under the draft Digital Asset Basic Act, the securities characterization of won-referenced stablecoins is not yet fixed; there is no operative stablecoin securities pathway today.",Draft Digital Asset Basic Act,,Securities characterization — pending the enacted DABA,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,pending_proposal,proposed,,,,high,False
sg-scs-aml_kyc-001,SG,aml_kyc,tier1_legal,"AML/CFT obligations apply under MAS Notice PSN02 (payment services) and Notice PSN03 (digital payment tokens), including the FATF travel rule for digital-payment-token transfers, FATF-aligned KYC, transaction monitoring, and suspicious-transaction reporting.",MAS Notice PSN02; MAS Notice PSN03,,"PS Act 2019 DPT licensing; MAS Notices PSN02/PSN03 (AML/CFT, travel rule)",unavailable,source_unavailable,,,unknown,,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
sg-scs-bank_nonbank_routing-001,SG,bank_nonbank_routing,tier1_legal,MAS-regulated single-currency stablecoins are issued by banks or by major payment institutions under the Payment Services Act; reserve assets are held in segregation for the benefit of holders.,MAS Stablecoin Regulatory Framework; Payment Services Act 2019,,Eligible issuers (banks / major payment institutions); reserve segregation,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
sg-scs-capital_requirements-001,SG,capital_requirements,tier1_legal,"An SCS issuer must hold base capital of at least S$1 million or 50% of annual operating expenses, whichever is higher, plus liquid assets sufficient for an orderly wind-down. DTSP licensees (where granted) face a separate S$250,000 base-capital requirement, a S$10,000 annual licence fee, a Singapore-based compliance officer, and annual penetration testing.",MAS Single-Currency Stablecoin Regulatory Framework (15 Aug 2023); FSMA Part 9 (DTSP),https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: base capital and liquid-asset requirements,official,checked,2026-06-27,2026-07-11,stale,40,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,firm_summary,finalized_policy_pending,finalized_policy_pending,2023-08-15,,sg-scs-legislation-enacted,high,False
sg-scs-cross_border_data-001,SG,cross_border_data,tier1_legal,"Cross-border personal-data transfer is governed by the Personal Data Protection Act 2012 (PDPA), which requires reasonable safeguards — consent, contract, certification, or transfer to a jurisdiction with comparable protection. MAS Outsourcing Guidelines and Technology Risk Management Guidelines apply to data hosting.",Personal Data Protection Act 2012 (PDPA); MAS Outsourcing and Technology Risk Management Guidelines,,PDPA cross-border transfer safeguards; MAS data-hosting guidelines,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,in_force_enacted,operative,,,,high,False
sg-scs-distribution-001,SG,distribution,tier1_legal,"The 'MAS-regulated stablecoin' label is restricted to SCS-framework-compliant issuers; misrepresenting a token as MAS-regulated carries financial penalties or imprisonment and placement on the MAS Investor Alert List. Retail consumer protections prohibit high-risk activities such as lending or staking using stablecoins, and foreign-issued stablecoins remain DPTs under the general regime.",Payment Services Act 2019 / MAS Single-Currency Stablecoin Regulatory Framework,https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: label/disclosure on distribution,official,checked,2026-06-27,2026-07-11,stale,40,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,firm_summary,finalized_policy_pending,finalized_policy_pending,,,sg-scs-legislation-enacted,high,False
sg-scs-implementation_status-001,SG,implementation_status,tier2_operational,The Payment Services Act came into force in January 2020; the SCS framework was finalised on 15 August 2023; the FSMA Part 9 DTSP regime took effect 30 June 2025 with no transitional arrangement; full SCS-framework implementation is targeted for mid-2026.,Payment Services Act 2019; MAS SCS framework; FSMA Part 9,,Implementation timeline — PSA 2020; SCS Aug 2023; DTSP Jun 2025; full SCS mid-2026,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,finalized_policy_pending,finalized_policy_pending,2023-08-15,,,high,False
sg-scs-issuer_pathway-001,SG,issuer_pathway,tier1_legal,The MAS Single-Currency Stablecoin (SCS) framework applies only to stablecoins pegged to the Singapore Dollar or any G10 currency and issued in Singapore; tokens pegged to other assets or issued offshore stay under the general Digital Payment Token regime and may not use the 'MAS-regulated stablecoin' label. Non-bank SCS issuers with circulation above S$5 million must hold a Major Payment Institution (MPI) licence; those below are exempt from the framework but cannot use the label. Banks are exempt from the PSA licence requirement and may issue under their banking framework. Issuers must be incorporated in Singapore.,"Payment Services Act 2019 (PSA, amended 2022); MAS Single-Currency Stablecoin Regulatory Framework (finalised 15 Aug 2023)",,"SCS framework — peg scope (SGD/G10, Singapore-issued); MPI licence > S$5m; Singapore incorporation",unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,finalized_policy_pending,finalized_policy_pending,2023-08-15,,sg-scs-legislation-enacted,high,False
sg-scs-monetary_sovereignty-001,SG,monetary_sovereignty,tier1_legal,"There is no aggregate usage cap; foreign-currency-pegged tokens simply are not 'MAS-regulated stablecoins' and circulate as ordinary digital payment tokens, leaving market access open at the monetary-sovereignty layer.",MAS Stablecoin Regulatory Framework; Payment Services Act 2019,https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: SGD/G10 label scope; foreign-pegged tokens treated as ordinary DPTs,official,checked,2026-06-27,2026-07-11,stale,40,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,firm_summary,finalized_policy_pending,finalized_policy_pending,,,sg-scs-legislation-enacted,high,False
sg-scs-permitted_activity_yield-001,SG,permitted_activity_yield,tier1_legal,"Yield is not directly prohibited, but the MAS-regulated SCS label is restricted to SGD or G10-pegged tokens issued from Singapore-incorporated entities, and SCS issuers are forbidden from engaging in lending or staking. The activity prohibition (no lend/stake) is the operative yield-adjacent constraint rather than a flat interest ban.",MAS Single-Currency Stablecoin framework (Aug 2023) — issuer activity restrictions,https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: no lending/staking by SCS issuers; SGD/G10 label scope,official,checked,2026-06-27,2026-07-11,stale,40,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,firm_summary,finalized_policy_pending,finalized_policy_pending,,,sg-scs-legislation-enacted,high,False
sg-scs-redemption-001,SG,redemption,tier1_legal,"SCS holders are entitled to redemption at par value within 5 business days of a valid request, with no unreasonable fees or conditions, and customer assets are held under a statutory trust.",MAS Single-Currency Stablecoin Regulatory Framework (15 Aug 2023),https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: redemption at par within 5 business days,official,checked,2026-06-27,2026-07-11,stale,40,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,firm_summary,finalized_policy_pending,finalized_policy_pending,2023-08-15,,sg-scs-legislation-enacted,high,False
sg-scs-regulatory_authority-001,SG,regulatory_authority,tier1_legal,"The MAS Single-Currency Stablecoin (SCS) framework, finalised August 2023, sits alongside the Payment Services Act 2019; a separate Digital Token Service Provider (DTSP) licensing regime operates under FSMA Part 9. MAS is the sole regulator.",MAS Single-Currency Stablecoin framework (Aug 2023); Payment Services Act 2019; FSMA Part 9 (DTSP),,MAS authority under the Payment Services Act 2019,unavailable,source_unavailable,,,unknown,,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
sg-scs-reserve_backing-001,SG,reserve_backing,tier1_legal,"SCS reserves must be 100% backed in cash, cash equivalents, or short-term sovereign debt securities denominated in the pegged currency, valued at daily mark-to-market, segregated from the issuer's own assets, and held with MAS-approved custodians. Reserves are subject to monthly independent attestation and annual external audit, with audit reports publicly disclosed.",MAS Single-Currency Stablecoin Regulatory Framework (15 Aug 2023),https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: 100% reserve in low-risk assets,official,checked,2026-06-27,2026-07-11,stale,40,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,firm_summary,finalized_policy_pending,finalized_policy_pending,2023-08-15,,sg-scs-legislation-enacted,high,False
sg-scs-securities_classification-001,SG,securities_classification,tier1_legal,"Token classification follows MAS's substance-over-form test: a token with capital-markets-product characteristics is regulated under the Securities and Futures Act (SFA), not the Payment Services Act, and falls outside the SCS framework entirely. Tokens marketed as offering yield or as investments would likely be classified as securities under the SFA. The destination-product classification analysis governs whether a routing architecture that converts SCS holdings into SFA-regulated capital-markets-product shares is permissible.",Securities and Futures Act (SFA); MAS substance-over-form classification,https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: 'MAS-regulated stablecoin' label vs DPT classification,official,checked,2026-06-27,2026-07-11,stale,40,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,firm_summary,finalized_policy_pending,finalized_policy_pending,,,sg-scs-legislation-enacted,high,False
tw-frs-aml_kyc-001,TW,aml_kyc,tier1_legal,"IN FORCE: AML registration under the amended Money Laundering Control Act and the VASP Registration Regulations (since 30 November 2024), requiring virtual-asset service providers to register and comply with AML/CFT obligations; the FATF travel rule applies. This is the only operative layer of the Taiwan regime.",Money Laundering Control Act (as amended) + VASP Registration Regulations (in force 30 Nov 2024),https://law.moj.gov.tw/,Money Laundering Control Act (洗錢防制法) Art. 6 (amended 31 Jul 2024); VASP registration regime in force 30 Nov 2024 (non-registration: up to 2 yr + NT$5m individuals / NT$50m entities); VASPs classified into 5 types,official,checked,2026-06-27,2026-07-27,stale,24,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,resolution_text,in_force_enacted,operative,2024-11-30,,,low,False
tw-frs-bank_nonbank_routing-001,TW,bank_nonbank_routing,tier1_legal,"the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) sets the issuer regime; the bank/non-bank routing architecture for compliant issuance is delegated to FSC subsidiary legislation not yet made.","Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced)",,"Issuance/routing architecture: delegated to FSC subsidiary legislation (enacted, not commenced)",unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,made_not_commenced,enacted_not_commenced,,,,high,False
tw-frs-capital_requirements-001,TW,capital_requirements,tier1_legal,"the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) delegates capital requirements for stablecoin issuers to the FSC. The specific figures await FSC subsidiary legislation; no stablecoin capital regime is yet operative.","Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced)",https://english.ey.gov.tw/,"Capital: FSC to specify (enacted, not commenced; figures pending FSC subsidiary legislation)",official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,made_not_commenced,enacted_not_commenced,,,,high,False
tw-frs-cross_border_data-001,TW,cross_border_data,tier1_legal,The Personal Data Protection Act (PDPA) applies. Cross-border data transfer is subject to the PDPA and to competent-authority restrictions.,Personal Data Protection Act (PDPA),,Cross-border data — PDPA + competent-authority restrictions,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
tw-frs-disclosure_reporting-001,TW,disclosure_reporting,tier1_legal,"the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) sets the framework; disclosure and supervisory-coordination obligations for stablecoin issuers take effect on commencement and their detail awaits FSC subsidiary legislation. Current operative obligations are AML-registration-based.","Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced); AML registration regime",,"Disclosure/supervision: take effect on commencement (enacted, not commenced; detail pending subsidiary legislation)",unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,made_not_commenced,enacted_not_commenced,,,,high,False
tw-frs-distribution-001,TW,distribution,tier1_legal,"No stablecoin-specific distribution regime is yet operative. the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) sets the offering provisions, which take effect on commencement; commencement awaits FSC subsidiary legislation. The backdrop is the central bank's control of the NTD and the offshore-NTD posture.","Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced)",https://english.ey.gov.tw/,"Distribution: offering provisions take effect on commencement (enacted, not commenced; pending FSC subsidiary legislation)",official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,made_not_commenced,enacted_not_commenced,,,,high,False
tw-frs-implementation_status-001,TW,implementation_status,tier2_operational,"Two temporal layers coexist. AML registration has operated since 30 November 2024. The Virtual Asset Service Act passed third reading on 30 June 2026 and was promulgated in Presidential Gazette No. 7872 on 22 July 2026. Its licensing and stablecoin provisions await subsidiary legislation and commencement; no licensed stablecoin issuer is evidenced in this snapshot, and the peg-currency policy remains unresolved.","VASP Registration Regulations (30 Nov 2024); Virtual Asset Service Act, Presidential Gazette No. 7872",https://www.president.gov.tw/File/Doc/69812613-22f1-4288-940e-c40903b232e1,"Gazette No. 7872, pp. 2-22; promulgation 22 Jul 2026. Commencement/subordinate-rule mapping pending",official,not_checked,,,unknown,,,,unreviewed,not_started,,mixed,in_force_enacted,operative,2024-11-30,,,medium,False
tw-frs-issuer_pathway-001,TW,issuer_pathway,tier1_legal,"No stablecoin issuer is licensed yet: the licensing regime is enacted but not yet commenced. The Virtual Asset Service Act, passed at third reading on 30 Jun 2026, requires an FSC licence for stablecoin issuance, available to a share company (corporation limited by shares), with banks expected to lead initial issuance. The Act awaits FSC subsidiary legislation (roughly nine subordinate items, indicative timetable around Q1 2027) and has no gazetted commencement date, so these provisions are enacted law not yet in force.","Virtual Asset Service Act, passed at third reading 30 Jun 2026 (committee first review 3 Jun 2026)",https://www.president.gov.tw/File/Doc/69812613-22f1-4288-940e-c40903b232e1,"Issuer pathway: FSC licence; share company; banks lead. Enacted at third reading, not yet commenced (awaiting subsidiary legislation)",official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,made_not_commenced,enacted_not_commenced,,,tw-vas-act-enacted,high,False
