claim_id,claim_type,claim_text,record_ids,source_urls,pinpoint,evidence_tier,binding_status,freshness,review_stage,allowed_use,uncertainty,reviewer,second_reviewer,review_date,status,strength,limitation
claim-jp-epi-capital_requirements-001,record_level_legal_proposition,"Capital requirements are set by entity type under the Payment Services Act and the FSA framework (banking, funds-transfer, or trust licensing); there is no separate aggregate stablecoin capital cap.",jp-epi-capital_requirements-001,https://laws.e-gov.go.jp/,Capital — by entity type (banking / funds-transfer / trust); no separate aggregate cap,mixed,in_force_enacted,unknown,unreviewed,research_inventory_only,medium,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-jp-epi-cross_border_data-001,record_level_legal_proposition,The Act on the Protection of Personal Information (APPI) governs personal data and cross-border handling.,jp-epi-cross_border_data-001,,Cross-border data — APPI governs personal data and cross-border handling,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-jp-epi-disclosure_reporting-001,record_level_legal_proposition,"EPI service providers register with the FSA and are subject to disclosure and reporting obligations, with supervisory coordination available.",jp-epi-disclosure_reporting-001,,EPIESP registration; disclosure and supervisory reporting,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-jp-epi-distribution-001,record_level_legal_proposition,"Foreign-issued stablecoins may be handled by a registered EPIESP if it sets aside reserves in Japan equal to customers' holdings and the foreign issuer does not itself issue, redeem, or solicit to Japanese users. Intermediation and distribution therefore run through the registered EPIESP channel rather than the foreign issuer directly.",jp-epi-distribution-001,https://laws.e-gov.go.jp/,Distribution — foreign tokens handled via a registered EPIESP holding JP reserves equal to customer holdings; foreign issuer may not issue/redeem/solicit to JP users,resolution_text,in_force_enacted,unknown,unreviewed,research_inventory_only,low,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-jp-epi-implementation_status-001,record_level_legal_proposition,"Live regime. Milestones: Electronic Payment Instruments regime in force (1 June 2023); USDC admitted via the intermediary channel (March 2025); Act No. 66 of 2025 enacted, relaxing trust-type reserves (June 2025); JPYC Inc. registered as a Type II funds-transfer provider (18 August 2025); JPYC, the first registered yen stablecoin, launched (27 October 2025); a megabank trust-structured stablecoin (MUFG, Mizuho, SMBC via Progmat and Project Pax) targeted by the end of FY2026 (31 March 2027).",jp-epi-implementation_status-001,https://laws.e-gov.go.jp/,Timeline — EPI 1 Jun 2023; USDC Mar 2025; Act 66/2025 Jun 2025; JPYC 27 Oct 2025; megabank trust token by FY2026,resolution_text,in_force_enacted,unknown,unreviewed,research_inventory_only,low,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-jp-epi-issuer_pathway-001,record_level_legal_proposition,"A closed trichotomy: only (a) banks (deposit-type), (b) registered funds-transfer service providers, and (c) trust companies or trust banks (trust-type) may issue Electronic Payment Instruments. Distribution and intermediation require registration as an Electronic Payment Instruments Exchange Service Provider (EPIESP). The issuer trichotomy is the binding eligibility constraint and the structural hallmark of the regime.",jp-epi-issuer_pathway-001,https://laws.e-gov.go.jp/,Issuer pathway — closed trichotomy (bank / funds-transfer / trust); intermediation via registered EPIESP,resolution_text,in_force_enacted,unknown,unreviewed,research_inventory_only,low,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-jp-epi-monetary_sovereignty-001,record_level_legal_proposition,"There is no aggregate cap. Japan does not prohibit foreign-currency tokens; it admits them through a registered Electronic Payment Instruments Exchange Service Provider (EPIESP) that holds reserves in Japan equal to customers' holdings, provided the foreign issuer does not itself issue, redeem, or solicit to Japanese users. This is an open-but-channelled monetary-sovereignty posture: the currency-of-denomination is not capped, but inbound foreign tokens are routed through a registered domestic intermediary holding local reserves.",jp-epi-monetary_sovereignty-001,https://laws.e-gov.go.jp/,Monetary sovereignty — no cap; foreign tokens admitted via registered EPIESP holding JP reserves,resolution_text,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,low,maintainer,,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-jp-epi-permitted_activity_yield-001,record_level_legal_proposition,"Holders are not remunerated: Electronic Payment Instruments are payment instruments, and issuer economics come from reserve interest. Whether an intermediary-layer (EPIESP) lending service over an admitted foreign token is issuer-paid yield or a separate intermediary product is an open C3xC5 boundary question at the intermediary level, not a feature of the issuer-layer rule.",jp-epi-permitted_activity_yield-001,https://laws.e-gov.go.jp/,Yield — holders not remunerated; issuer earns reserve interest,resolution_text,in_force_enacted,unknown,unreviewed,research_inventory_only,low,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-jp-epi-redemption-001,record_level_legal_proposition,"Redemption is at par on demand. Funds-transfer-type tokens are subject to a 1,000,000 yen per-transfer cap.",jp-epi-redemption-001,https://laws.e-gov.go.jp/,"Redemption — at par on demand; funds-transfer-type JPY 1,000,000 per-transfer cap",resolution_text,in_force_enacted,unknown,unreviewed,research_inventory_only,low,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-jp-epi-regulatory_authority-001,record_level_legal_proposition,"Fiat-referenced, par-redeemable stablecoins are Electronic Payment Instruments under the Payment Services Act. The 2022 amendment took effect 1 June 2023 and created the category; Act No. 66 of 2025 (in force June 2025, with implementing cabinet orders to follow) relaxed the trust-type backing rule. The FSA is the single supervisor of issuers and intermediaries; Local Finance Bureaus administer funds-transfer and intermediary registrations under FSA delegation.",jp-epi-regulatory_authority-001,https://laws.e-gov.go.jp/,Regulators — FSA single supervisor; Local Finance Bureaus by delegation,resolution_text,in_force_enacted,unknown,unreviewed,research_inventory_only,low,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-jp-epi-reserve_backing-001,record_level_legal_proposition,"Full backing is the baseline; funds-transfer and bank types hold liquid backing. For the trust-type, Act No. 66 of 2025 permits up to fifty percent of issuance value to be held in low-risk short-term assets (Japanese or US government bonds with no more than three months remaining maturity, or terminable time deposits). The bond-eligibility detail was the subject of an FSA consultation that ran until 27 February 2026; final standards were pending at that date.",jp-epi-reserve_backing-001,https://laws.e-gov.go.jp/,Reserve/backing — full backing baseline; trust-type up to 50% short-term low-risk assets (Act 66/2025),mixed,in_force_enacted,unknown,unreviewed,research_inventory_only,medium,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-jp-epi-securities_classification-001,record_level_legal_proposition,Electronic payment instruments (the stablecoin category) are regulated under the Payment Services Act and are distinct from securities regulated under the Financial Instruments and Exchange Act.,jp-epi-securities_classification-001,,EPI perimeter under the PSA vs. the FIEA securities perimeter,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-aml_kyc-001,record_level_legal_proposition,IN FORCE: anti-money-laundering and Travel Rule obligations apply through the specified financial transaction information framework. Entities converting stablecoins to fiat for third parties are treated as virtual-asset service providers requiring FSC registration.,kr-frs-aml_kyc-001,https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=261099,AML — Travel Rule + VASP registration for stablecoin-to-fiat conversion for third parties,resolution_text,in_force_enacted,unknown,unreviewed,research_inventory_only,low,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-bank_nonbank_routing-001,record_level_legal_proposition,"With the issuer regime in bill form, the bank/non-bank routing architecture for compliant issuance is not yet established.",kr-frs-bank_nonbank_routing-001,,Issuance/routing architecture — pending enactment,unverified,pending_proposal,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-capital_requirements-001,record_level_legal_proposition,DRAFT: minimum equity capital to be set by the enacted statute; reported figures range across drafts and are provisional (a press-versus-draft discrepancy). No stablecoin capital regime is in force.,kr-frs-capital_requirements-001,https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,Capital (draft) — minimum equity to be set on enactment; figures provisional; NOT in force,firm_summary,pending_proposal,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-cross_border_data-001,record_level_legal_proposition,"The Personal Information Protection Act (PIPA) governs data, including localisation.",kr-frs-cross_border_data-001,,Cross-border data — PIPA governs data including localisation,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-disclosure_reporting-001,record_level_legal_proposition,Disclosure and supervisory-coordination obligations for issuers await the enacted DABA.,kr-frs-disclosure_reporting-001,,Disclosure/supervision — pending enactment,unverified,pending_proposal,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-distribution-001,record_level_legal_proposition,"No stablecoin-specific distribution regime is in force. DRAFT: foreign issuers would establish a local branch or subsidiary and obtain an FSC licence for payment, redemption, or remittance services, with brokered trading permitted on domestic exchanges. Cross-border stablecoins would be classified as a foreign-exchange means of payment under the Foreign Exchange Transactions Act.",kr-frs-distribution-001,https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,Distribution (draft) — foreign issuers local branch/subsidiary + FSC licence; brokered exchange trading; NOT in force,firm_summary,pending_proposal,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-implementation_status-001,record_level_legal_proposition,"Phase-1 in force, Phase-2 pending. Milestones: Virtual Asset User Protection Act in force (19 Jul 2024); a Digital Asset Basic Act plus three stablecoin-specific bills before the National Assembly Political Affairs Committee (정무위) — as of late Apr 2026 they remained in the subcommittee (소위), with a full-committee session around mid-May 2026; a second-half-2026 passage goal described as uncertain, delayed by the won-stablecoin issuer-eligibility (51%) dispute (the Bank of Korea favouring a bank-majority consortium) and the June 2026 local elections / committee reconstitution.",kr-frs-implementation_status-001,https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=261099,"Timeline — VAUPA in force 19 Jul 2024; DABA pending (off subcommittee 12 May 2026; H2 2026 goal, uncertain)",mixed,in_force_enacted,unknown,unreviewed,research_inventory_only,medium,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-issuer_pathway-001,record_level_legal_proposition,"No stablecoin issuer is licensed; domestic won-stablecoin issuance is effectively prohibited under current law. Future eligibility is contested: the BOK seeks bank-led consortia holding at least fifty-one percent; the FSC favours a more fintech-inclusive model. These are draft provisions, not operative law, and reported minimum-capital figures diverge across drafts (a press-versus-draft discrepancy) and should be treated as provisional.",kr-frs-issuer_pathway-001,https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,Issuer pathway — won-issuance effectively prohibited; future eligibility contested (BOK vs FSC); NOT in force,firm_summary,pending_proposal,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-monetary_sovereignty-001,record_level_legal_proposition,"No stablecoin-specific monetary-sovereignty regime is in force. DRAFT: cross-border won stablecoins would be classified as a foreign-exchange means of payment under the Foreign Exchange Transactions Act, engaging the capital-flow management regime. Won FX stability is the backdrop and the monetary-sovereignty contest (the central-bank-approval question) is the defining open issue and the principal item stalling the bill.",kr-frs-monetary_sovereignty-001,https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,Monetary sovereignty (draft) — cross-border won stablecoins as FX means of payment; NOT in force,firm_summary,pending_proposal,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-permitted_activity_yield-001,record_level_legal_proposition,"DRAFT (Value-Stabilised Assets Act track): prohibition on interest or discounts to holders. No yield regime is in force. The draft yield prohibition would align Korea with the United States, the European Union, and Japan, but it is not operative until enactment.",kr-frs-permitted_activity_yield-001,https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,Yield (draft) — prohibition on interest/discounts to holders; NOT in force,firm_summary,pending_proposal,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-redemption-001,record_level_legal_proposition,DRAFT: par issuance and redemption. No redemption regime is in force. Draft provisions only.,kr-frs-redemption-001,https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,Redemption (draft) — par issuance and redemption; NOT in force,firm_summary,pending_proposal,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-regulatory_authority-001,record_level_legal_proposition,"Two layers, only one in force. In force: the Virtual Asset User Protection Act (VAUPA), a user-protection and market-abuse regime, not an issuance-licensing framework. Pending: the Digital Asset Basic Act, which would create an issuance regime but remained an un-enacted bill as of late June 2026. Under the leading drafts the FSC would administer the issuance regime; the Bank of Korea (BOK) seeks a binding consultative role on monetary-sovereignty and foreign-exchange-stability grounds.",kr-frs-regulatory_authority-001,https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=261099,"Regulators — FSC would administer issuance; BOK consultative; VAUPA in force, DABA pending",mixed,in_force_enacted,unknown,unreviewed,research_inventory_only,medium,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-reserve_backing-001,record_level_legal_proposition,"DRAFT: more than one hundred percent reserves in safe assets, bank- or custodian-held, segregated. No reserve regime is in force. Draft provisions only.",kr-frs-reserve_backing-001,https://opinion.lawmaking.go.kr/gcom/nsmLmSts/out/2210736/detailRP,"Reserve/backing (draft) — >100% reserves in safe assets, bank/custodian-held, segregated; NOT in force",firm_summary,pending_proposal,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-kr-frs-securities_classification-001,record_level_legal_proposition,"Under the draft Digital Asset Basic Act, the securities characterization of won-referenced stablecoins is not yet fixed; there is no operative stablecoin securities pathway today.",kr-frs-securities_classification-001,,Securities characterization — pending the enacted DABA,unverified,pending_proposal,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-sg-scs-aml_kyc-001,record_level_legal_proposition,"AML/CFT obligations apply under MAS Notice PSN02 (payment services) and Notice PSN03 (digital payment tokens), including the FATF travel rule for digital-payment-token transfers, FATF-aligned KYC, transaction monitoring, and suspicious-transaction reporting.",sg-scs-aml_kyc-001,,"PS Act 2019 DPT licensing; MAS Notices PSN02/PSN03 (AML/CFT, travel rule)",firm_summary,in_force_enacted,unknown,primary_reviewed_second_pending,research_inventory_only,high,external review (web retrieval against official sources),,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-sg-scs-bank_nonbank_routing-001,record_level_legal_proposition,MAS-regulated single-currency stablecoins are issued by banks or by major payment institutions under the Payment Services Act; reserve assets are held in segregation for the benefit of holders.,sg-scs-bank_nonbank_routing-001,,Eligible issuers (banks / major payment institutions); reserve segregation,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-sg-scs-capital_requirements-001,record_level_legal_proposition,"An SCS issuer must hold base capital of at least S$1 million or 50% of annual operating expenses, whichever is higher, plus liquid assets sufficient for an orderly wind-down. DTSP licensees (where granted) face a separate S$250,000 base-capital requirement, a S$10,000 annual licence fee, a Singapore-based compliance officer, and annual penetration testing.",sg-scs-capital_requirements-001,https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: base capital and liquid-asset requirements,firm_summary,finalized_policy_pending,stale,primary_reviewed_second_pending,research_inventory_only,high,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-sg-scs-cross_border_data-001,record_level_legal_proposition,"Cross-border personal-data transfer is governed by the Personal Data Protection Act 2012 (PDPA), which requires reasonable safeguards — consent, contract, certification, or transfer to a jurisdiction with comparable protection. MAS Outsourcing Guidelines and Technology Risk Management Guidelines apply to data hosting.",sg-scs-cross_border_data-001,,PDPA cross-border transfer safeguards; MAS data-hosting guidelines,unverified,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-sg-scs-distribution-001,record_level_legal_proposition,"The 'MAS-regulated stablecoin' label is restricted to SCS-framework-compliant issuers; misrepresenting a token as MAS-regulated carries financial penalties or imprisonment and placement on the MAS Investor Alert List. Retail consumer protections prohibit high-risk activities such as lending or staking using stablecoins, and foreign-issued stablecoins remain DPTs under the general regime.",sg-scs-distribution-001,https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: label/disclosure on distribution,firm_summary,finalized_policy_pending,stale,primary_reviewed_second_pending,research_inventory_only,high,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-sg-scs-implementation_status-001,record_level_legal_proposition,The Payment Services Act came into force in January 2020; the SCS framework was finalised on 15 August 2023; the FSMA Part 9 DTSP regime took effect 30 June 2025 with no transitional arrangement; full SCS-framework implementation is targeted for mid-2026.,sg-scs-implementation_status-001,,Implementation timeline — PSA 2020; SCS Aug 2023; DTSP Jun 2025; full SCS mid-2026,unverified,finalized_policy_pending,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-sg-scs-issuer_pathway-001,record_level_legal_proposition,The MAS Single-Currency Stablecoin (SCS) framework applies only to stablecoins pegged to the Singapore Dollar or any G10 currency and issued in Singapore; tokens pegged to other assets or issued offshore stay under the general Digital Payment Token regime and may not use the 'MAS-regulated stablecoin' label. Non-bank SCS issuers with circulation above S$5 million must hold a Major Payment Institution (MPI) licence; those below are exempt from the framework but cannot use the label. Banks are exempt from the PSA licence requirement and may issue under their banking framework. Issuers must be incorporated in Singapore.,sg-scs-issuer_pathway-001,,"SCS framework — peg scope (SGD/G10, Singapore-issued); MPI licence > S$5m; Singapore incorporation",unverified,finalized_policy_pending,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-sg-scs-monetary_sovereignty-001,record_level_legal_proposition,"There is no aggregate usage cap; foreign-currency-pegged tokens simply are not 'MAS-regulated stablecoins' and circulate as ordinary digital payment tokens, leaving market access open at the monetary-sovereignty layer.",sg-scs-monetary_sovereignty-001,https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: SGD/G10 label scope; foreign-pegged tokens treated as ordinary DPTs,firm_summary,finalized_policy_pending,stale,primary_reviewed_second_pending,research_inventory_only,high,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-sg-scs-permitted_activity_yield-001,record_level_legal_proposition,"Yield is not directly prohibited, but the MAS-regulated SCS label is restricted to SGD or G10-pegged tokens issued from Singapore-incorporated entities, and SCS issuers are forbidden from engaging in lending or staking. The activity prohibition (no lend/stake) is the operative yield-adjacent constraint rather than a flat interest ban.",sg-scs-permitted_activity_yield-001,https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: no lending/staking by SCS issuers; SGD/G10 label scope,firm_summary,finalized_policy_pending,stale,primary_reviewed_second_pending,research_inventory_only,high,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-sg-scs-redemption-001,record_level_legal_proposition,"SCS holders are entitled to redemption at par value within 5 business days of a valid request, with no unreasonable fees or conditions, and customer assets are held under a statutory trust.",sg-scs-redemption-001,https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: redemption at par within 5 business days,firm_summary,finalized_policy_pending,stale,primary_reviewed_second_pending,research_inventory_only,high,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-sg-scs-regulatory_authority-001,record_level_legal_proposition,"The MAS Single-Currency Stablecoin (SCS) framework, finalised August 2023, sits alongside the Payment Services Act 2019; a separate Digital Token Service Provider (DTSP) licensing regime operates under FSMA Part 9. MAS is the sole regulator.",sg-scs-regulatory_authority-001,,MAS authority under the Payment Services Act 2019,firm_summary,in_force_enacted,unknown,primary_reviewed_second_pending,research_inventory_only,high,external review (web retrieval against official sources),,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-sg-scs-reserve_backing-001,record_level_legal_proposition,"SCS reserves must be 100% backed in cash, cash equivalents, or short-term sovereign debt securities denominated in the pegged currency, valued at daily mark-to-market, segregated from the issuer's own assets, and held with MAS-approved custodians. Reserves are subject to monthly independent attestation and annual external audit, with audit reports publicly disclosed.",sg-scs-reserve_backing-001,https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: 100% reserve in low-risk assets,firm_summary,finalized_policy_pending,stale,primary_reviewed_second_pending,research_inventory_only,high,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-sg-scs-securities_classification-001,record_level_legal_proposition,"Token classification follows MAS's substance-over-form test: a token with capital-markets-product characteristics is regulated under the Securities and Futures Act (SFA), not the Payment Services Act, and falls outside the SCS framework entirely. Tokens marketed as offering yield or as investments would likely be classified as securities under the SFA. The destination-product classification analysis governs whether a routing architecture that converts SCS holdings into SFA-regulated capital-markets-product shares is permissible.",sg-scs-securities_classification-001,https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,SCS framework: 'MAS-regulated stablecoin' label vs DPT classification,firm_summary,finalized_policy_pending,stale,primary_reviewed_second_pending,research_inventory_only,high,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-tw-frs-aml_kyc-001,record_level_legal_proposition,"IN FORCE: AML registration under the amended Money Laundering Control Act and the VASP Registration Regulations (since 30 November 2024), requiring virtual-asset service providers to register and comply with AML/CFT obligations; the FATF travel rule applies. This is the only operative layer of the Taiwan regime.",tw-frs-aml_kyc-001,https://law.moj.gov.tw/,Money Laundering Control Act (洗錢防制法) Art. 6 (amended 31 Jul 2024); VASP registration regime in force 30 Nov 2024 (non-registration: up to 2 yr + NT$5m individuals / NT$50m entities); VASPs classified into 5 types,resolution_text,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,low,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-tw-frs-bank_nonbank_routing-001,record_level_legal_proposition,"the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) sets the issuer regime; the bank/non-bank routing architecture for compliant issuance is delegated to FSC subsidiary legislation not yet made.",tw-frs-bank_nonbank_routing-001,,"Issuance/routing architecture: delegated to FSC subsidiary legislation (enacted, not commenced)",unverified,made_not_commenced,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-tw-frs-capital_requirements-001,record_level_legal_proposition,"the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) delegates capital requirements for stablecoin issuers to the FSC. The specific figures await FSC subsidiary legislation; no stablecoin capital regime is yet operative.",tw-frs-capital_requirements-001,https://english.ey.gov.tw/,"Capital: FSC to specify (enacted, not commenced; figures pending FSC subsidiary legislation)",firm_summary,made_not_commenced,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-tw-frs-cross_border_data-001,record_level_legal_proposition,The Personal Data Protection Act (PDPA) applies. Cross-border data transfer is subject to the PDPA and to competent-authority restrictions.,tw-frs-cross_border_data-001,,Cross-border data — PDPA + competent-authority restrictions,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-tw-frs-disclosure_reporting-001,record_level_legal_proposition,"the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) sets the framework; disclosure and supervisory-coordination obligations for stablecoin issuers take effect on commencement and their detail awaits FSC subsidiary legislation. Current operative obligations are AML-registration-based.",tw-frs-disclosure_reporting-001,,"Disclosure/supervision: take effect on commencement (enacted, not commenced; detail pending subsidiary legislation)",unverified,made_not_commenced,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-tw-frs-distribution-001,record_level_legal_proposition,"No stablecoin-specific distribution regime is yet operative. the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) sets the offering provisions, which take effect on commencement; commencement awaits FSC subsidiary legislation. The backdrop is the central bank's control of the NTD and the offshore-NTD posture.",tw-frs-distribution-001,https://english.ey.gov.tw/,"Distribution: offering provisions take effect on commencement (enacted, not commenced; pending FSC subsidiary legislation)",firm_summary,made_not_commenced,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-tw-frs-implementation_status-001,record_level_legal_proposition,"Two temporal layers coexist. AML registration has operated since 30 November 2024. The Virtual Asset Service Act passed third reading on 30 June 2026 and was promulgated in Presidential Gazette No. 7872 on 22 July 2026. Its licensing and stablecoin provisions await subsidiary legislation and commencement; no licensed stablecoin issuer is evidenced in this snapshot, and the peg-currency policy remains unresolved.",tw-frs-implementation_status-001,https://www.president.gov.tw/File/Doc/69812613-22f1-4288-940e-c40903b232e1,"Gazette No. 7872, pp. 2-22; promulgation 22 Jul 2026. Commencement/subordinate-rule mapping pending",mixed,in_force_enacted,unknown,unreviewed,research_inventory_only,medium,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
